"portnum","prot","ipproto","name","description"
5582,6,"tcp","fac-restore","T-Mobile SMS Protocol Message 3"
5582,17,"udp","fac-restore","T-Mobile SMS Protocol Message 3"
5583,6,"tcp","tmo-icon-sync","T-Mobile SMS Protocol Message 2"
5583,17,"udp","tmo-icon-sync","T-Mobile SMS Protocol Message 2"
5584,6,"tcp","bis-web","BeInSync-Web"
5584,17,"udp","bis-web","BeInSync-Web"
5585,6,"tcp","bis-sync","BeInSync-sync"
5585,17,"udp","bis-sync","BeInSync-sync"
5586,6,"tcp","att-mt-sms","Planning to send mobile terminated SMS to the specific port so that the SMS is not visible to the client"
5597,6,"tcp","ininmessaging","inin secure messaging"
5597,17,"udp","ininmessaging","inin secure messaging"
5598,6,"tcp","mctfeed","MCT Market Data Feed"
5598,17,"udp","mctfeed","MCT Market Data Feed"
5599,6,"tcp","esinstall","Enterprise Security Remote Install"
5599,17,"udp","esinstall","Enterprise Security Remote Install"
5600,6,"tcp","esmmanager","Enterprise Security Manager"
5600,17,"udp","esmmanager","Enterprise Security Manager"
5601,6,"tcp","esmagent","Enterprise Security Agent"
5601,17,"udp","esmagent","Enterprise Security Agent"
5602,6,"tcp","a1-msc","A1-MSC"
5602,17,"udp","a1-msc","A1-MSC"
5603,6,"tcp","a1-bs","A1-BS"
5603,17,"udp","a1-bs","A1-BS"
5604,6,"tcp","a3-sdunode","A3-SDUNode"
5604,17,"udp","a3-sdunode","A3-SDUNode"
5605,6,"tcp","a4-sdunode","A4-SDUNode"
5605,17,"udp","a4-sdunode","A4-SDUNode"
5618,6,"tcp","efr","Fiscal Registering Protocol"
5627,6,"tcp","ninaf","Node Initiated Network Association Forma"
5627,17,"udp","ninaf","Node Initiated Network Association Forma"
5628,6,"tcp","htrust","HTrust API"
5628,17,"udp","htrust","HTrust API"
5629,6,"tcp","symantec-sfdb","Symantec Storage Foundation for Database"
5629,17,"udp","symantec-sfdb","Symantec Storage Foundation for Database"
5630,6,"tcp","precise-comm","PreciseCommunication"
5630,17,"udp","precise-comm","PreciseCommunication"
5631,6,"tcp","pcanywheredata","pcANYWHEREdata"
5631,17,"udp","pcanywheredata","pcANYWHEREdata"
5632,6,"tcp","pcanywherestat","pcANYWHEREstat"
5632,17,"udp","pcanywherestat","pcANYWHEREstat"
5633,6,"tcp","beorl","BE Operations Request Listener"
5633,17,"udp","beorl","BE Operations Request Listener"
5634,6,"tcp","xprtld","SF Message Service"
5634,17,"udp","xprtld","SF Message Service"
5635,6,"tcp","sfmsso","SFM Authentication Subsystem"
5636,6,"tcp","sfm-db-server","SFMdb - SFM DB server"
5637,6,"tcp","cssc","Symantec CSSC"
5638,6,"tcp","flcrs","Symantec Fingerprint Lookup and Container Reference Service"
5639,6,"tcp","ics","Symantec Integrity Checking Service"
5646,6,"tcp","vfmobile","Ventureforth Mobile"
5670,6,"tcp","filemq","ZeroMQ file publish-subscribe protocol"
5670,17,"udp","zre-disc","Local area discovery and messaging over ZeroMQ"
5671,6,"tcp","amqps","amqp protocol over TLS/SSL"
5671,17,"udp","amqps","amqp protocol over TLS/SSL"
5672,6,"tcp","amqp","AMQP"
5672,17,"udp","amqp","AMQP"
5672,132,"sctp","amqp","AMQP"
5673,6,"tcp","jms","JACL Message Server"
5673,17,"udp","jms","JACL Message Server"
5674,6,"tcp","hyperscsi-port","HyperSCSI Port"
5674,17,"udp","hyperscsi-port","HyperSCSI Port"
5675,6,"tcp","v5ua","V5UA application port"
5675,17,"udp","v5ua","V5UA application port"
5675,132,"sctp","v5ua","V5UA application port"
5676,6,"tcp","raadmin","RA Administration"
5676,17,"udp","raadmin","RA Administration"
5677,6,"tcp","questdb2-lnchr","Quest Central DB2 Launchr"
5677,17,"udp","questdb2-lnchr","Quest Central DB2 Launchr"
5678,6,"tcp","rrac","Remote Replication Agent Connection"
5678,17,"udp","rrac","Remote Replication Agent Connection"
5679,6,"tcp","dccm","Direct Cable Connect Manager"
5679,17,"udp","dccm","Direct Cable Connect Manager"
5680,6,"tcp","auriga-router","Auriga Router Service"
5680,17,"udp","auriga-router","Auriga Router Service"
5681,6,"tcp","ncxcp","Net-coneX Control Protocol"
5681,17,"udp","ncxcp","Net-coneX Control Protocol"
5682,17,"udp","brightcore","BrightCore control & data transfer exchange"
5683,17,"udp","coap","Constrained Application Protocol"
5684,17,"udp","coaps","DTLS-secured CoAP"
5687,17,"udp","gog-multiplayer","GOG multiplayer game protocol"
5688,6,"tcp","ggz","GGZ Gaming Zone"
5688,17,"udp","ggz","GGZ Gaming Zone"
5689,6,"tcp","qmvideo","QM video network management protocol"
5689,17,"udp","qmvideo","QM video network management protocol"
5693,6,"tcp","rbsystem","Robert Bosch Data Transfer"
5696,6,"tcp","kmip","Key Management Interoperability Protocol"
5713,6,"tcp","proshareaudio","proshare conf audio"
5713,17,"udp","proshareaudio","proshare conf audio"
5714,6,"tcp","prosharevideo","proshare conf video"
5714,17,"udp","prosharevideo","proshare conf video"
5715,6,"tcp","prosharedata","proshare conf data"
5715,17,"udp","prosharedata","proshare conf data"
5716,6,"tcp","prosharerequest","proshare conf request"
5716,17,"udp","prosharerequest","proshare conf request"
5717,6,"tcp","prosharenotify","proshare conf notify"
5717,17,"udp","prosharenotify","proshare conf notify"
5718,6,"tcp","dpm","DPM Communication Server"
5718,17,"udp","dpm","DPM Communication Server"
5719,6,"tcp","dpm-agent","DPM Agent Coordinator"
5719,17,"udp","dpm-agent","DPM Agent Coordinator"
5720,6,"tcp","ms-licensing","MS-Licensing"
5720,17,"udp","ms-licensing","MS-Licensing"
5721,6,"tcp","dtpt","Desktop Passthru Service"
5721,17,"udp","dtpt","Desktop Passthru Service"
5722,6,"tcp","msdfsr","Microsoft DFS Replication Service"
5722,17,"udp","msdfsr","Microsoft DFS Replication Service"
5723,6,"tcp","omhs","Operations Manager - Health Service"
5723,17,"udp","omhs","Operations Manager - Health Service"
5724,6,"tcp","omsdk","Operations Manager - SDK Service"
5724,17,"udp","omsdk","Operations Manager - SDK Service"
5725,6,"tcp","ms-ilm","Microsoft Identity Lifecycle Manager"
5726,6,"tcp","ms-ilm-sts","Microsoft Lifecycle Manager Secure Token Service"
5727,6,"tcp","asgenf","ASG Event Notification Framework"
5728,6,"tcp","io-dist-data","Dist. I/O Comm. Service Data and Control"
5728,17,"udp","io-dist-group","Dist. I/O Comm. Service Group Membership"
5729,6,"tcp","openmail","Openmail User Agent Layer"
5729,17,"udp","openmail","Openmail User Agent Layer"
5730,6,"tcp","unieng","Steltor's calendar access"
5730,17,"udp","unieng","Steltor's calendar access"
5741,6,"tcp","ida-discover1","IDA Discover Port 1"
5741,17,"udp","ida-discover1","IDA Discover Port 1"
5742,6,"tcp","ida-discover2","IDA Discover Port 2"
5742,17,"udp","ida-discover2","IDA Discover Port 2"
5743,6,"tcp","watchdoc-pod","Watchdoc NetPOD Protocol"
5743,17,"udp","watchdoc-pod","Watchdoc NetPOD Protocol"
5744,6,"tcp","watchdoc","Watchdoc Server"
5744,17,"udp","watchdoc","Watchdoc Server"
5745,6,"tcp","fcopy-server","fcopy-server"
5745,17,"udp","fcopy-server","fcopy-server"
5746,6,"tcp","fcopys-server","fcopys-server"
5746,17,"udp","fcopys-server","fcopys-server"
5747,6,"tcp","tunatic","Wildbits Tunatic"
5747,17,"udp","tunatic","Wildbits Tunatic"
5748,6,"tcp","tunalyzer","Wildbits Tunalyzer"
5748,17,"udp","tunalyzer","Wildbits Tunalyzer"
5750,6,"tcp","rscd","Bladelogic Agent Service"
5750,17,"udp","rscd","Bladelogic Agent Service"
5755,6,"tcp","openmailg","OpenMail Desk Gateway server"
5755,17,"udp","openmailg","OpenMail Desk Gateway server"
5757,6,"tcp","x500ms","OpenMail X.500 Directory Server"
5757,17,"udp","x500ms","OpenMail X.500 Directory Server"
5766,6,"tcp","openmailns","OpenMail NewMail Server"
5766,17,"udp","openmailns","OpenMail NewMail Server"
5767,6,"tcp","s-openmail","OpenMail Suer Agent Layer (Secure)"
5767,17,"udp","s-openmail","OpenMail Suer Agent Layer (Secure)"
5768,6,"tcp","openmailpxy","OpenMail CMTS Server"
5768,17,"udp","openmailpxy","OpenMail CMTS Server"
5769,6,"tcp","spramsca","x509solutions Internal CA"
5769,17,"udp","spramsca","x509solutions Internal CA"
5770,6,"tcp","spramsd","x509solutions Secure Data"
5770,17,"udp","spramsd","x509solutions Secure Data"
5771,6,"tcp","netagent","NetAgent"
5771,17,"udp","netagent","NetAgent"
5777,6,"tcp","dali-port","DALI Port"
5777,17,"udp","dali-port","DALI Port"
5780,6,"tcp","vts-rpc","Visual Tag System RPC"
5781,6,"tcp","3par-evts","3PAR Event Reporting Service"
5781,17,"udp","3par-evts","3PAR Event Reporting Service"
5782,6,"tcp","3par-mgmt","3PAR Management Service"
5782,17,"udp","3par-mgmt","3PAR Management Service"
5783,6,"tcp","3par-mgmt-ssl","3PAR Management Service with SSL"
5783,17,"udp","3par-mgmt-ssl","3PAR Management Service with SSL"
5784,17,"udp","ibar","Cisco Interbox Application Redundancy"
5785,6,"tcp","3par-rcopy","3PAR Inform Remote Copy"
5785,17,"udp","3par-rcopy","3PAR Inform Remote Copy"
5786,17,"udp","cisco-redu","redundancy notification"
5787,17,"udp","waascluster","Cisco WAAS Cluster Protocol"
5793,6,"tcp","xtreamx","XtreamX Supervised Peer message"
5793,17,"udp","xtreamx","XtreamX Supervised Peer message"
5794,17,"udp","spdp","Simple Peered Discovery Protocol"
5813,6,"tcp","icmpd","ICMPD"
5813,17,"udp","icmpd","ICMPD"
5814,6,"tcp","spt-automation","Support Automation"
5814,17,"udp","spt-automation","Support Automation"
5841,6,"tcp","shiprush-d-ch","Z-firm ShipRush interface for web access and bidirectional data"
5842,6,"tcp","reversion","Reversion Backup/Restore"
5859,6,"tcp","wherehoo","WHEREHOO"
5859,17,"udp","wherehoo","WHEREHOO"
5863,6,"tcp","ppsuitemsg","PlanetPress Suite Messeng"
5863,17,"udp","ppsuitemsg","PlanetPress Suite Messeng"
5868,6,"tcp","diameters","Diameter over TLS/TCP"
5868,132,"sctp","diameters","Diameter over DTLS/SCTP"
5883,6,"tcp","jute","Javascript Unit Test Environment"
5900,6,"tcp","rfb","Remote Framebuffer"
5900,17,"udp","rfb","Remote Framebuffer"
5910,6,"tcp","cm","Context Management"
5910,17,"udp","cm","Context Management"
5910,132,"sctp","cm","Context Management"
5911,6,"tcp","cpdlc","Controller Pilot Data Link Communication"
5911,17,"udp","cpdlc","Controller Pilot Data Link Communication"
5911,132,"sctp","cpdlc","Controller Pilot Data Link Communication"
5912,6,"tcp","fis","Flight Information Services"
5912,17,"udp","fis","Flight Information Services"
5912,132,"sctp","fis","Flight Information Services"
5913,6,"tcp","ads-c","Automatic Dependent Surveillance"
5913,17,"udp","ads-c","Automatic Dependent Surveillance"
5913,132,"sctp","ads-c","Automatic Dependent Surveillance"
5963,6,"tcp","indy","Indy Application Server"
5963,17,"udp","indy","Indy Application Server"
5968,6,"tcp","mppolicy-v5","mppolicy-v5"
5968,17,"udp","mppolicy-v5","mppolicy-v5"
5969,6,"tcp","mppolicy-mgr","mppolicy-mgr"
5969,17,"udp","mppolicy-mgr","mppolicy-mgr"
5984,6,"tcp","couchdb","CouchDB"
5984,17,"udp","couchdb","CouchDB"
5985,6,"tcp","wsman","WBEM WS-Management HTTP"
5985,17,"udp","wsman","WBEM WS-Management HTTP"
5986,6,"tcp","wsmans","WBEM WS-Management HTTP over TLS/SSL"
5986,17,"udp","wsmans","WBEM WS-Management HTTP over TLS/SSL"
5987,6,"tcp","wbem-rmi","WBEM RMI"
5987,17,"udp","wbem-rmi","WBEM RMI"
5988,6,"tcp","wbem-http","WBEM CIM-XML (HTTP)"
5988,17,"udp","wbem-http","WBEM CIM-XML (HTTP)"
5989,6,"tcp","wbem-https","WBEM CIM-XML (HTTPS)"
5989,17,"udp","wbem-https","WBEM CIM-XML (HTTPS)"
5990,6,"tcp","wbem-exp-https","WBEM Export HTTPS"
5990,17,"udp","wbem-exp-https","WBEM Export HTTPS"
5991,6,"tcp","nuxsl","NUXSL"
5991,17,"udp","nuxsl","NUXSL"
5992,6,"tcp","consul-insight","Consul InSight Security"
5992,17,"udp","consul-insight","Consul InSight Security"
5993,6,"tcp","cim-rs","DMTF WBEM CIM REST"
5999,6,"tcp","cvsup","CVSup"
5999,17,"udp","cvsup","CVSup"
6000,17,"udp","x11","X Window System"
6000,6,"tcp","x11","X Window System"
6001,17,"udp","x11","X Window System"
6001,6,"tcp","x11","X Window System"
6002,17,"udp","x11","X Window System"
6002,6,"tcp","x11","X Window System"
6003,17,"udp","x11","X Window System"
6003,6,"tcp","x11","X Window System"
6004,17,"udp","x11","X Window System"
6004,6,"tcp","x11","X Window System"
6005,17,"udp","x11","X Window System"
6005,6,"tcp","x11","X Window System"
6006,17,"udp","x11","X Window System"
6006,6,"tcp","x11","X Window System"
6007,17,"udp","x11","X Window System"
6007,6,"tcp","x11","X Window System"
6008,17,"udp","x11","X Window System"
6008,6,"tcp","x11","X Window System"
6009,17,"udp","x11","X Window System"
6009,6,"tcp","x11","X Window System"
6010,17,"udp","x11","X Window System"
6010,6,"tcp","x11","X Window System"
6011,17,"udp","x11","X Window System"
6011,6,"tcp","x11","X Window System"
6012,17,"udp","x11","X Window System"
6012,6,"tcp","x11","X Window System"
6013,17,"udp","x11","X Window System"
6013,6,"tcp","x11","X Window System"
6014,17,"udp","x11","X Window System"
6014,6,"tcp","x11","X Window System"
6015,17,"udp","x11","X Window System"
6015,6,"tcp","x11","X Window System"
6016,17,"udp","x11","X Window System"
6016,6,"tcp","x11","X Window System"
6017,17,"udp","x11","X Window System"
6017,6,"tcp","x11","X Window System"
6018,17,"udp","x11","X Window System"
6018,6,"tcp","x11","X Window System"
6019,17,"udp","x11","X Window System"
6019,6,"tcp","x11","X Window System"
6020,17,"udp","x11","X Window System"
6020,6,"tcp","x11","X Window System"
6021,17,"udp","x11","X Window System"
6021,6,"tcp","x11","X Window System"
6022,17,"udp","x11","X Window System"
6022,6,"tcp","x11","X Window System"
6023,17,"udp","x11","X Window System"
6023,6,"tcp","x11","X Window System"
6024,17,"udp","x11","X Window System"
6024,6,"tcp","x11","X Window System"
6025,17,"udp","x11","X Window System"
6025,6,"tcp","x11","X Window System"
6026,17,"udp","x11","X Window System"
6026,6,"tcp","x11","X Window System"
6027,17,"udp","x11","X Window System"
6027,6,"tcp","x11","X Window System"
6028,17,"udp","x11","X Window System"
6028,6,"tcp","x11","X Window System"
6029,17,"udp","x11","X Window System"
6029,6,"tcp","x11","X Window System"
6030,17,"udp","x11","X Window System"
6030,6,"tcp","x11","X Window System"
6031,17,"udp","x11","X Window System"
6031,6,"tcp","x11","X Window System"
6032,17,"udp","x11","X Window System"
6032,6,"tcp","x11","X Window System"
6033,17,"udp","x11","X Window System"
6033,6,"tcp","x11","X Window System"
6034,17,"udp","x11","X Window System"
6034,6,"tcp","x11","X Window System"
6035,17,"udp","x11","X Window System"
6035,6,"tcp","x11","X Window System"
6036,17,"udp","x11","X Window System"
6036,6,"tcp","x11","X Window System"
6037,17,"udp","x11","X Window System"
6037,6,"tcp","x11","X Window System"
6038,17,"udp","x11","X Window System"
6038,6,"tcp","x11","X Window System"
6039,17,"udp","x11","X Window System"
6039,6,"tcp","x11","X Window System"
6040,17,"udp","x11","X Window System"
6040,6,"tcp","x11","X Window System"
6041,17,"udp","x11","X Window System"
6041,6,"tcp","x11","X Window System"
6042,17,"udp","x11","X Window System"
6042,6,"tcp","x11","X Window System"
6043,17,"udp","x11","X Window System"
6043,6,"tcp","x11","X Window System"
6044,17,"udp","x11","X Window System"
6044,6,"tcp","x11","X Window System"
6045,17,"udp","x11","X Window System"
6045,6,"tcp","x11","X Window System"
6046,17,"udp","x11","X Window System"
6046,6,"tcp","x11","X Window System"
6047,17,"udp","x11","X Window System"
6047,6,"tcp","x11","X Window System"
6048,17,"udp","x11","X Window System"
6048,6,"tcp","x11","X Window System"
6049,17,"udp","x11","X Window System"
6049,6,"tcp","x11","X Window System"
6050,17,"udp","x11","X Window System"
6050,6,"tcp","x11","X Window System"
6051,17,"udp","x11","X Window System"
6051,6,"tcp","x11","X Window System"
6052,17,"udp","x11","X Window System"
6052,6,"tcp","x11","X Window System"
6053,17,"udp","x11","X Window System"
6053,6,"tcp","x11","X Window System"
6054,17,"udp","x11","X Window System"
6054,6,"tcp","x11","X Window System"
6055,17,"udp","x11","X Window System"
6055,6,"tcp","x11","X Window System"
6056,17,"udp","x11","X Window System"
6056,6,"tcp","x11","X Window System"
6057,17,"udp","x11","X Window System"
6057,6,"tcp","x11","X Window System"
6058,17,"udp","x11","X Window System"
6058,6,"tcp","x11","X Window System"
6059,17,"udp","x11","X Window System"
6059,6,"tcp","x11","X Window System"
6060,17,"udp","x11","X Window System"
6060,6,"tcp","x11","X Window System"
6061,17,"udp","x11","X Window System"
6061,6,"tcp","x11","X Window System"
6062,17,"udp","x11","X Window System"
6062,6,"tcp","x11","X Window System"
6063,17,"udp","x11","X Window System"
6063,6,"tcp","x11","X Window System"
6064,6,"tcp","ndl-ahp-svc","NDL-AHP-SVC"
6064,17,"udp","ndl-ahp-svc","NDL-AHP-SVC"
6065,6,"tcp","winpharaoh","WinPharaoh"
6065,17,"udp","winpharaoh","WinPharaoh"
6066,6,"tcp","ewctsp","EWCTSP"
6066,17,"udp","ewctsp","EWCTSP"
6068,6,"tcp","gsmp-ancp","GSMP/ANCP"
6069,6,"tcp","trip","TRIP"
6069,17,"udp","trip","TRIP"
6070,6,"tcp","messageasap","Messageasap"
6070,17,"udp","messageasap","Messageasap"
6071,6,"tcp","ssdtp","SSDTP"
6071,17,"udp","ssdtp","SSDTP"
6072,6,"tcp","diagnose-proc","DIAGNOSE-PROC"
6072,17,"udp","diagnose-proc","DIAGNOSE-PROC"
6073,6,"tcp","directplay8","DirectPlay8"
6073,17,"udp","directplay8","DirectPlay8"
6074,6,"tcp","max","Microsoft Max"
6074,17,"udp","max","Microsoft Max"
6075,6,"tcp","dpm-acm","Microsoft DPM Access Control Manager"
6076,6,"tcp","msft-dpm-cert","Microsoft DPM WCF Certificates"
6077,6,"tcp","iconstructsrv","iConstruct Server"
6080,17,"udp","gue","Generic UDP Encapsulation"
6081,17,"udp","geneve","Generic Network Virtualization Encapsulation (Geneve)"
6082,17,"udp","p25cai","APCO Project 25 Common Air Interface - UDP encapsulation"
6083,17,"udp","miami-bcast","telecomsoftware miami broadcast"
6084,6,"tcp","reload-config","Peer to Peer Infrastructure Configuration"
6085,6,"tcp","konspire2b","konspire2b p2p network"
6085,17,"udp","konspire2b","konspire2b p2p network"
6086,6,"tcp","pdtp","PDTP P2P"
6086,17,"udp","pdtp","PDTP P2P"
6087,6,"tcp","ldss","Local Download Sharing Service"
6087,17,"udp","ldss","Local Download Sharing Service"
6088,6,"tcp","doglms","SuperDog License Manager"
6088,17,"udp","doglms-notify","SuperDog License Manager Notifier"
6099,6,"tcp","raxa-mgmt","RAXA Management"
6100,6,"tcp","synchronet-db","SynchroNet-db"
6100,17,"udp","synchronet-db","SynchroNet-db"
6101,6,"tcp","synchronet-rtc","SynchroNet-rtc"
6101,17,"udp","synchronet-rtc","SynchroNet-rtc"
6102,6,"tcp","synchronet-upd","SynchroNet-upd"
6102,17,"udp","synchronet-upd","SynchroNet-upd"
6103,6,"tcp","rets","RETS"
6103,17,"udp","rets","RETS"
6104,6,"tcp","dbdb","DBDB"
6104,17,"udp","dbdb","DBDB"
6105,6,"tcp","primaserver","Prima Server"
6105,17,"udp","primaserver","Prima Server"
6106,6,"tcp","mpsserver","MPS Server"
6106,17,"udp","mpsserver","MPS Server"
6107,6,"tcp","etc-control","ETC Control"
6107,17,"udp","etc-control","ETC Control"
6108,6,"tcp","sercomm-scadmin","Sercomm-SCAdmin"
6108,17,"udp","sercomm-scadmin","Sercomm-SCAdmin"
6109,6,"tcp","globecast-id","GLOBECAST-ID"
6109,17,"udp","globecast-id","GLOBECAST-ID"
6110,6,"tcp","softcm","HP SoftBench CM"
6110,17,"udp","softcm","HP SoftBench CM"
6111,6,"tcp","spc","HP SoftBench Sub-Process Control"
6111,17,"udp","spc","HP SoftBench Sub-Process Control"
6112,6,"tcp","dtspcd","Desk-Top Sub-Process Control Daemon"
6112,17,"udp","dtspcd","Desk-Top Sub-Process Control Daemon"
6113,6,"tcp","dayliteserver","Daylite Server"
6114,6,"tcp","wrspice","WRspice IPC Service"
6115,6,"tcp","xic","Xic IPC Service"
6116,6,"tcp","xtlserv","XicTools License Manager Service"
6117,6,"tcp","daylitetouch","Daylite Touch Sync"
6118,17,"udp","tipc","Transparent Inter Process Communication"
6121,6,"tcp","spdy","SPDY for a faster web"
6122,6,"tcp","bex-webadmin","Backup Express Web Server"
6122,17,"udp","bex-webadmin","Backup Express Web Server"
6123,6,"tcp","backup-express","Backup Express"
6123,17,"udp","backup-express","Backup Express"
6124,6,"tcp","pnbs","Phlexible Network Backup Service"
6124,17,"udp","pnbs","Phlexible Network Backup Service"
6130,6,"tcp","damewaremobgtwy","The DameWare Mobile Gateway Service"
6133,6,"tcp","nbt-wol","New Boundary Tech WOL"
6133,17,"udp","nbt-wol","New Boundary Tech WOL"
6140,6,"tcp","pulsonixnls","Pulsonix Network License Service"
6140,17,"udp","pulsonixnls","Pulsonix Network License Service"
6141,6,"tcp","meta-corp","Meta Corporation License Manager"
6141,17,"udp","meta-corp","Meta Corporation License Manager"
6142,6,"tcp","aspentec-lm","Aspen Technology License Manager"
6142,17,"udp","aspentec-lm","Aspen Technology License Manager"
6143,6,"tcp","watershed-lm","Watershed License Manager"
6143,17,"udp","watershed-lm","Watershed License Manager"
6144,6,"tcp","statsci1-lm","StatSci License Manager - 1"
6144,17,"udp","statsci1-lm","StatSci License Manager - 1"
6145,6,"tcp","statsci2-lm","StatSci License Manager - 2"
6145,17,"udp","statsci2-lm","StatSci License Manager - 2"
6146,6,"tcp","lonewolf-lm","Lone Wolf Systems License Manager"
6146,17,"udp","lonewolf-lm","Lone Wolf Systems License Manager"
6147,6,"tcp","montage-lm","Montage License Manager"
6147,17,"udp","montage-lm","Montage License Manager"
6148,6,"tcp","ricardo-lm","Ricardo North America License Manager"
6148,17,"udp","ricardo-lm","Ricardo North America License Manager"
6149,6,"tcp","tal-pod","tal-pod"
6149,17,"udp","tal-pod","tal-pod"
6159,6,"tcp","efb-aci","EFB Application Control Interface"
6160,6,"tcp","ecmp","Emerson Extensible Control and Management Protocol"
6160,17,"udp","ecmp-data","Emerson Extensible Control and Management Protocol Data"
6161,6,"tcp","patrol-ism","PATROL Internet Srv Mgr"
6161,17,"udp","patrol-ism","PATROL Internet Srv Mgr"
6162,6,"tcp","patrol-coll","PATROL Collector"
6162,17,"udp","patrol-coll","PATROL Collector"
6163,6,"tcp","pscribe","Precision Scribe Cnx Port"
6163,17,"udp","pscribe","Precision Scribe Cnx Port"
6200,6,"tcp","lm-x","LM-X License Manager by X-Formation"
6200,17,"udp","lm-x","LM-X License Manager by X-Formation"
6201,17,"udp","thermo-calc","Management of service nodes in a processing grid for thermodynamic calculations"
6209,6,"tcp","qmtps","QMTP over TLS"
6209,17,"udp","qmtps","QMTP over TLS"
6222,6,"tcp","radmind","Radmind Access Protocol"
6222,17,"udp","radmind","Radmind Access Protocol"
6241,6,"tcp","jeol-nsdtp-1","JEOL Network Services Data Transport Protocol 1"
6241,17,"udp","jeol-nsddp-1","JEOL Network Services Dynamic Discovery Protocol 1"
6242,6,"tcp","jeol-nsdtp-2","JEOL Network Services Data Transport Protocol 2"
6242,17,"udp","jeol-nsddp-2","JEOL Network Services Dynamic Discovery Protocol 2"
6243,6,"tcp","jeol-nsdtp-3","JEOL Network Services Data Transport Protocol 3"
6243,17,"udp","jeol-nsddp-3","JEOL Network Services Dynamic Discovery Protocol 3"
6244,6,"tcp","jeol-nsdtp-4","JEOL Network Services Data Transport Protocol 4"
6244,17,"udp","jeol-nsddp-4","JEOL Network Services Dynamic Discovery Protocol 4"
6251,6,"tcp","tl1-raw-ssl","TL1 Raw Over SSL/TLS"
6251,17,"udp","tl1-raw-ssl","TL1 Raw Over SSL/TLS"
6252,6,"tcp","tl1-ssh","TL1 over SSH"
6252,17,"udp","tl1-ssh","TL1 over SSH"
6253,6,"tcp","crip","CRIP"
6253,17,"udp","crip","CRIP"
6267,6,"tcp","gld","GridLAB-D User Interface"
6268,6,"tcp","grid","Grid Authentication"
6268,17,"udp","grid","Grid Authentication"
6269,6,"tcp","grid-alt","Grid Authentication Alt"
6269,17,"udp","grid-alt","Grid Authentication Alt"
6300,6,"tcp","bmc-grx","BMC GRX"
6300,17,"udp","bmc-grx","BMC GRX"
6301,6,"tcp","bmc-ctd-ldap","BMC CONTROL-D LDAP SERVER
IANA assigned this well-formed service name as a replacement for ""bmc_ctd_ldap""."
6301,6,"tcp","bmc_ctd_ldap","BMC CONTROL-D LDAP SERVER"
6301,17,"udp","bmc-ctd-ldap","BMC CONTROL-D LDAP SERVER
IANA assigned this well-formed service name as a replacement for ""bmc_ctd_ldap""."
6301,17,"udp","bmc_ctd_ldap","BMC CONTROL-D LDAP SERVER"
6306,6,"tcp","ufmp","Unified Fabric Management Protocol"
6306,17,"udp","ufmp","Unified Fabric Management Protocol"
6315,6,"tcp","scup","Sensor Control Unit Protocol"
6315,17,"udp","scup-disc","Sensor Control Unit Protocol Discovery Protocol"
6316,6,"tcp","abb-escp","Ethernet Sensor Communications Protocol"
6316,17,"udp","abb-escp","Ethernet Sensor Communications Protocol"
6317,6,"tcp","nav-data-cmd","Navtech Radar Sensor Data Command"
6317,17,"udp","nav-data","Navtech Radar Sensor Data"
6320,6,"tcp","repsvc","Double-Take Replication Service"
6320,17,"udp","repsvc","Double-Take Replication Service"
6321,6,"tcp","emp-server1","Empress Software Connectivity Server 1"
6321,17,"udp","emp-server1","Empress Software Connectivity Server 1"
6322,6,"tcp","emp-server2","Empress Software Connectivity Server 2"
6322,17,"udp","emp-server2","Empress Software Connectivity Server 2"
6324,6,"tcp","hrd-ncs","HR Device Network Configuration Service"
6324,17,"udp","hrd-ns-disc","HR Device Network service"
6325,6,"tcp","dt-mgmtsvc","Double-Take Management Service"
6326,6,"tcp","dt-vra","Double-Take Virtual Recovery Assistant"
6343,6,"tcp","sflow","sFlow traffic monitoring"
6343,17,"udp","sflow","sFlow traffic monitoring"
6344,6,"tcp","streletz","Argus-Spectr security and fire-prevention systems service"
6346,6,"tcp","gnutella-svc","gnutella-svc"
6346,17,"udp","gnutella-svc","gnutella-svc"
6347,6,"tcp","gnutella-rtr","gnutella-rtr"
6347,17,"udp","gnutella-rtr","gnutella-rtr"
6350,6,"tcp","adap","App Discovery and Access Protocol"
6350,17,"udp","adap","App Discovery and Access Protocol"
6355,6,"tcp","pmcs","PMCS applications"
6355,17,"udp","pmcs","PMCS applications"
6360,6,"tcp","metaedit-mu","MetaEdit+ Multi-User"
6360,17,"udp","metaedit-mu","MetaEdit+ Multi-User"
6363,17,"udp","ndn","Named Data Networking"
6370,6,"tcp","metaedit-se","MetaEdit+ Server Administration"
6370,17,"udp","metaedit-se","MetaEdit+ Server Administration"
6379,6,"tcp","redis","An advanced key-value cache and store"
6382,6,"tcp","metatude-mds","Metatude Dialogue Server"
6382,17,"udp","metatude-mds","Metatude Dialogue Server"
6389,6,"tcp","clariion-evr01","clariion-evr01"
6389,17,"udp","clariion-evr01","clariion-evr01"
6390,6,"tcp","metaedit-ws","MetaEdit+ WebService API"
6390,17,"udp","metaedit-ws","MetaEdit+ WebService API"
6400,255,"","boe-cms","Business Objects CMS contact port"
6401,255,"","boe-was","boe-was"
6402,255,"","boe-eventsrv","boe-eventsrv"
6403,255,"","boe-cachesvr","boe-cachesvr"
